PROY,Residencia,SEGMENTO,PARTIDA,INI,FIN,Fecha,CANT,UNIDAD,MES,MES LETRA,MONTO
CENAGAS,Minatitl�n,GSD 48 LAS CHOAPAS-CHINAMECA,4.4,154616,155620,21/08/2023,1.01,Km,8,ago-23,8210
CENAGAS,Minatitl�n,GSD 48 LAS CHOAPAS-CHINAMECA,4.4,152514,154616,22/08/2023,2.02,Km,8,ago-23,16420
CENAGAS,Minatitl�n,GSD 48 LAS CHOAPAS-CHINAMECA,4.4,148000,152514,23/08/2023,4.106,Km,8,ago-23,33377
CENAGAS,Minatitl�n,GSD 48 LAS CHOAPAS-CHINAMECA,4.3,154767.3,NA,13/12/2023,160,m2,12,dic-23,24608
CENAGAS,Minatitl�n,GSD 48 LAS CHOAPAS-CHINAMECA,7.4,154767.3,NA,13/12/2023,118.66,m3,12,dic-23,28003
CENAGAS,Minatitl�n,GSD 48 LAS CHOAPAS-CHINAMECA,7.6,154767.3,NA,13/12/2023,118.66,m3,12,dic-23,13740
CENAGAS,Minatitl�n,GSD 48 LAS CHOAPAS-CHINAMECA,4.7,154767.3,NA,13/12/2023,2,Medici�n,12,dic-23,5020
CENAGAS,Minatitl�n,GSD 48 LAS CHOAPAS-CHINAMECA,4.11,154767.3,NA,13/12/2023,49.03,m2,12,dic-23,55034
CENAGAS,Minatitl�n,GSD 48 LAS CHOAPAS-CHINAMECA,4_10,154767.3,NA,13/12/2023,49.03,m2,12,dic-23,110448
CENAGAS,Minatitl�n,GSD 48 LAS CHOAPAS-CHINAMECA,4.12,154767.3,NA,13/12/2023,50.18,m2,12,dic-23,164761
CENAGAS,Minatitl�n,GSD 48 LAS CHOAPAS-CHINAMECA,7.15,154767.3,NA,13/12/2023,237.32,m3,12,dic-23,26333
CENAGAS,Minatitl�n,GSD 48 LAS CHOAPAS-CHINAMECA,4.1,107108,158930,13/12/2023,51.822,Km,12,dic-23,240069
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.2,283180,284780,22/03/2023,1.6,Km,3,mar-23,2321
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.6,283180,284780,22/03/2023,2,Medici�n,3,mar-23,1983
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.9,283180,284780,22/03/2023,5,Medici�n,3,mar-23,1985
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.2,277780,283180,23/03/2023,5.4,Km,3,mar-23,7835
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.6,277780,283180,23/03/2023,6,Medici�n,3,mar-23,5949
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.9,277780,283180,23/03/2023,15,Medici�n,3,mar-23,5954
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.2,272580,277780,24/03/2023,5.2,Km,3,mar-23,7545
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.6,272580,277780,24/03/2023,5,Medici�n,3,mar-23,4957
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.9,272580,277780,24/03/2023,21,Medici�n,3,mar-23,8335
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.2,268780,272580,27/03/2023,3.8,Km,3,mar-23,5513
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.6,268780,271780,27/03/2023,4,Medici�n,3,mar-23,3966
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.9,268780,272580,27/03/2023,13,Medici�n,3,mar-23,5160
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.2,261780,268780,28/03/2023,7,Km,3,mar-23,10156
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.6,261780,268780,28/03/2023,7,Medici�n,3,mar-23,6940
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.9,261780,268780,28/03/2023,22,Medici�n,3,mar-23,8732
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.2,256780,261780,29/03/2023,5,Km,3,mar-23,7255
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.6,256780,261780,29/03/2023,5,Medici�n,3,mar-23,4957
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.9,256780,261780,29/03/2023,9,Medici�n,3,mar-23,3572
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.2,253880,256780,30/03/2023,2.9,Km,3,mar-23,4208
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.6,254880,256780,30/03/2023,2,Medici�n,3,mar-23,1983
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.9,253880,256780,30/03/2023,5,Medici�n,3,mar-23,1985
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.2,246780,253880,03/04/2023,7.1,Km,4,abr-23,10301
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.6,246780,253780,03/04/2023,8,Medici�n,4,abr-23,7932
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.9,246780,253780,03/04/2023,12,Medici�n,4,abr-23,4763
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.2,241780,246780,04/04/2023,5,Km,4,abr-23,7255
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.6,241780,245780,04/04/2023,5,Medici�n,4,abr-23,4957
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.9,241780,246780,04/04/2023,6,Medici�n,4,abr-23,2382
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.2,234780,241780,05/04/2023,7,Km,4,abr-23,10156
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.6,234780,240780,05/04/2023,7,Medici�n,4,abr-23,6940
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.9,234780,241780,05/04/2023,6,Medici�n,4,abr-23,2382
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.2,227780,234780,10/04/2023,7,Km,4,abr-23,10156
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.6,227780,234780,10/04/2023,7,Medici�n,4,abr-23,6940
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.9,227780,234780,10/04/2023,7,Medici�n,4,abr-23,2778
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.2,222780,227780,11/04/2023,5,Km,4,abr-23,7255
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.6,222780,226780,11/04/2023,5,Medici�n,4,abr-23,4957
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.9,222780,227780,11/04/2023,5,Medici�n,4,abr-23,1985
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.2,217780,222780,12/04/2023,5,Km,4,abr-23,7255
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.6,217780,223780,12/04/2023,5,Medici�n,4,abr-23,4957
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.9,217780,222780,12/04/2023,2,Medici�n,4,abr-23,794
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.2,212780,217780,13/04/2023,5,Km,4,abr-23,7255
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.6,212780,218780,13/04/2023,5,Medici�n,4,abr-23,4957
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.9,212780,217780,13/04/2023,4,Medici�n,4,abr-23,1588
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.2,205780,211780,17/04/2023,6,Km,4,abr-23,8705
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.6,205780,211780,17/04/2023,7,Medici�n,4,abr-23,6940
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.9,205780,211780,17/04/2023,6,Medici�n,4,abr-23,2382
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.2,199780,205780,18/04/2023,6,Km,4,abr-23,8705
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.6,199780,205780,18/04/2023,6,Medici�n,4,abr-23,5949
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.9,199780,205780,18/04/2023,8,Medici�n,4,abr-23,3175
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.2,192280,199780,19/04/2023,7.5,Km,4,abr-23,10882
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.6,192780,198780,19/04/2023,7,Medici�n,4,abr-23,6940
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.9,192280,199780,19/04/2023,7,Medici�n,4,abr-23,2778
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,5.1,194400,284780,13/12/2023,90.38,km,12,dic-23,122397
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,283004,284763,19/06/2023,1.759,Km,6,jun-23,14298
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.14,284763,NA,19/06/2023,8,Hr,6,jun-23,8520
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,281680,283004,20/06/2023,1.324,Km,6,jun-23,10762
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,280166,281680,21/06/2023,1.514,Km,6,jun-23,12307
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.14,284763,NA,21/06/2023,8,Hr,6,jun-23,8520
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,278680,280166,23/06/2023,1.486,Km,6,jun-23,12079
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,277960,278680,24/06/2023,0.72,Km,6,jun-23,5853
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,276938,277960,26/06/2023,1.022,Km,6,jun-23,8308
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,276148,276938,27/06/2023,0.79,Km,6,jun-23,6422
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,274665,276148,28/06/2023,1.483,Km,6,jun-23,12055
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,272630,274665,29/06/2023,2.035,Km,6,jun-23,16542
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,271188,272630,30/06/2023,1.442,Km,6,jun-23,11722
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,269759,271188,03/07/2023,1.429,Km,7,jul-23,11616
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,269199,269759,08/07/2023,0.56,Km,7,jul-23,4552
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,268135,269199,10/07/2023,1.064,Km,7,jul-23,8649
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,8.1,ND,ND,30/06/2023,54,m2,6,jun-23,3438
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,8.1,268135,268847,10/07/2023,1424,m2,7,jul-23,90666
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,265808,268135,11/07/2023,2.327,Km,7,jul-23,18916
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,8.1,265808,266017,11/07/2023,418,m2,7,jul-23,26614
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,262800,265808,12/07/2023,3.008,Km,7,jul-23,24451
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,8.1,262800,262860,12/07/2023,120,m2,7,jul-23,7640
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,261410,262800,13/07/2023,1.39,Km,7,jul-23,11299
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,260732,261430,15/07/2023,0.698,Km,7,jul-23,5674
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,260380,260732,17/07/2023,0.352,Km,7,jul-23,2861
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,259480,260380,18/07/2023,0.9,Km,7,jul-23,7316
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,258630,259480,19/07/2023,0.85,Km,7,jul-23,6909
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,258130,258630,20/07/2023,0.5,Km,7,jul-23,4064
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,256480,258130,22/07/2023,1.65,Km,7,jul-23,13412
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,255012,256480,24/07/2023,1.468,Km,7,jul-23,11933
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,253976,255012,25/07/2023,1.036,Km,7,jul-23,8421
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,252939,253976,26/07/2023,1.037,Km,7,jul-23,8430
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,252374,252939,27/07/2023,0.565,Km,7,jul-23,4593
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,250856,252374,28/07/2023,1.518,Km,7,jul-23,12339
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,248774,250856,31/07/2023,2.082,Km,7,jul-23,16924
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,244590,248774,01/08/2023,4.184,Km,8,ago-23,34011
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,241472,244590,02/08/2023,3.118,Km,8,ago-23,25345
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,238356,241472,03/08/2023,3.116,Km,8,ago-23,25329
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,235480,238356,04/08/2023,2.876,Km,8,ago-23,23378
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,233098,235480,07/08/2023,2.382,Km,8,ago-23,19363
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,8.1,233098,233203,07/08/2023,210,m2,8,ago-23,13371
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,8.1,235480,235560,04/08/2023,160,m2,8,ago-23,10187
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,230830,233098,14/08/2023,2.268,Km,8,ago-23,18436
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,225930,230830,15/08/2023,4.9,Km,8,ago-23,39831
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,222785,225930,16/08/2023,3.145,Km,8,ago-23,25565
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,8.1,222785,223112,16/08/2023,327,m2,8,ago-23,20820
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,220505,222785,17/08/2023,2.28,Km,8,ago-23,18534
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,8.1,221370,221550,17/08/2023,180,m2,8,ago-23,11461
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,219130,220505,18/08/2023,1.375,Km,8,ago-23,11177
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,216487,219130,19/08/2023,2.643,Km,8,ago-23,21484
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,214484,216487,21/08/2023,2.003,Km,8,ago-23,16282
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,8.1,215837,216252,21/08/2023,415,m2,8,ago-23,26423
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,209551,211709,22/08/2023,2.158,Km,8,ago-23,17542
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,207441,209551,23/08/2023,2.11,Km,8,ago-23,17152
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,203795,207441,24/08/2023,3.646,Km,8,ago-23,29637
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,199777,203795,25/08/2023,4.018,Km,8,ago-23,32661
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,195771,199777,26/08/2023,4.006,Km,8,ago-23,32564
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.4,192015,195771,27/08/2023,3.756,Km,8,ago-23,30532
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.3,254275,254400,26/10/2023,1250,m2,10,oct-23,192250
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.3,254400,254525,26/10/2023,1250,m2,10,oct-23,192250
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,7.11,254525,254765,31/10/2023,950.4,m3,10,oct-23,259355
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,7.5,254210,254450,31/10/2023,616.87,m3,10,oct-23,61181
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.7,254210,NA,09/11/2023,8,Medici�n,11,nov-23,20080
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.11,254210,254450,31/10/2023,306.408,m2,10,oct-23,343931
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4_10,254210,NA,27/11/2023,306.408,m2,11,nov-23,690236
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.12,254210,NA,08/12/2023,306.42,m2,12,dic-23,1006096
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,7.14,254210,NA,13/12/2023,1017.67,m3,12,dic-23,239000
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,7.15,254210,NA,13/12/2023,592.8,m3,12,dic-23,65777
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.3,244975,245225,28/10/2023,2500,m2,10,oct-23,384500
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,7.6,244975,NA,21/11/2023,1035,m3,11,nov-23,119843
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,7.2,244975,NA,21/11/2023,642.57,m3,11,nov-23,130082
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.7,244975,NA,09/11/2023,8,Medici�n,11,nov-23,20080
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.11,244975,NA,21/11/2023,319.175,m2,11,nov-23,358261
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4_10,244975,NA,27/11/2023,319.175,m2,11,nov-23,718996
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.12,244975,NA,02/12/2023,319.175,m2,12,dic-23,1047976
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,7.14,244975,NA,09/12/2023,1060.07,m3,12,dic-23,248957
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,7.15,244975,NA,09/12/2023,617.5,m3,12,dic-23,68518
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,4.3,244675,244705,28/10/2023,300,m2,10,oct-23,46140
CENAGAS,Chihuahua,GSD 16 LA ESCUADRA-CANDELARIA,7.6,244675,NA,06/11/2023,112.2,m3,11,nov-23,12992
